source,relation,target
myocardial infarction,MENTIONED_IN,chunk_3287
99mTc-glucarate,MENTIONED_IN,chunk_3287
99mTc-glucarate,CO_OCCURS_WITH,myocardial infarction
myocardial infarction,MENTIONED_IN,chunk_3288
Infarct,MENTIONED_IN,chunk_3288
isoproterenol,MENTIONED_IN,chunk_3289
infarction,MENTIONED_IN,chunk_3289
isoproterenol,CO_OCCURS_WITH,infarction
glucaric acid,MENTIONED_IN,chunk_3290
infarct,MENTIONED_IN,chunk_3290
glucaric acid,CO_OCCURS_WITH,infarct
isoproterenol,MENTIONED_IN,chunk_3291
myocardial infarction,MENTIONED_IN,chunk_3291
99mTc-glucarate,MENTIONED_IN,chunk_3291
isoproterenol,MENTIONED_IN,chunk_3292
infarct,MENTIONED_IN,chunk_3292
isoproterenol,CO_OCCURS_WITH,infarct
99mTc-glucarate,MENTIONED_IN,chunk_3294
cardiac infarction,MENTIONED_IN,chunk_3298
haloperidol,MENTIONED_IN,chunk_3299
Alzheimer's disease,MENTIONED_IN,chunk_3299
psychosis,MENTIONED_IN,chunk_3299
disruptive behaviors,MENTIONED_IN,chunk_3299
haloperidol,CO_OCCURS_WITH,Alzheimer's disease
haloperidol,CO_OCCURS_WITH,psychosis
haloperidol,CO_OCCURS_WITH,disruptive behaviors
haloperidol,MENTIONED_IN,chunk_3300
Alzheimer's disease,MENTIONED_IN,chunk_3300
psychosis,MENTIONED_IN,chunk_3300
disruptive behaviors,MENTIONED_IN,chunk_3300
haloperidol,MENTIONED_IN,chunk_3301
Alzheimer's disease,MENTIONED_IN,chunk_3303
haloperidol,MENTIONED_IN,chunk_3304
haloperidol,MENTIONED_IN,chunk_3305
psychosis,MENTIONED_IN,chunk_3305
psychomotor agitation,MENTIONED_IN,chunk_3305
haloperidol,CO_OCCURS_WITH,psychomotor agitation
extrapyramidal signs,MENTIONED_IN,chunk_3307
haloperidol,MENTIONED_IN,chunk_3308
haloperidol,MENTIONED_IN,chunk_3309
extrapyramidal signs,MENTIONED_IN,chunk_3309
haloperidol,CO_OCCURS_WITH,extrapyramidal signs
haloperidol,MENTIONED_IN,chunk_3311
Alzheimer's disease,MENTIONED_IN,chunk_3311
psychosis,MENTIONED_IN,chunk_3311
disruptive behaviors,MENTIONED_IN,chunk_3311
renal damage,MENTIONED_IN,chunk_3312
adriamycin,MENTIONED_IN,chunk_3312
adriamycin,CO_OCCURS_WITH,renal damage
angiotensin,MENTIONED_IN,chunk_3313
renal damage,MENTIONED_IN,chunk_3315
adriamycin,MENTIONED_IN,chunk_3315
Hip-His-Leu,MENTIONED_IN,chunk_3316
proteinuria,MENTIONED_IN,chunk_3317
adriamycin,MENTIONED_IN,chunk_3317
adriamycin,CO_OCCURS_WITH,proteinuria
Proteinuria,MENTIONED_IN,chunk_3321
proteinuria,MENTIONED_IN,chunk_3323
adriamycin,MENTIONED_IN,chunk_3323
nephrotic,MENTIONED_IN,chunk_3323
renal interstitial damage,MENTIONED_IN,chunk_3323
focal glomerulosclerosis,MENTIONED_IN,chunk_3323
adriamycin,CO_OCCURS_WITH,nephrotic
adriamycin,CO_OCCURS_WITH,renal interstitial damage
adriamycin,CO_OCCURS_WITH,focal glomerulosclerosis
proteinuria,MENTIONED_IN,chunk_3324
adriamycin,MENTIONED_IN,chunk_3324
focal glomerulosclerosis,MENTIONED_IN,chunk_3336
renal damage,MENTIONED_IN,chunk_3338
adriamycin,MENTIONED_IN,chunk_3338
renal damage,MENTIONED_IN,chunk_3339
gentamicin,MENTIONED_IN,chunk_3340
nephrotoxicity,MENTIONED_IN,chunk_3340
tobramycin,MENTIONED_IN,chunk_3340
gentamicin,CO_OCCURS_WITH,nephrotoxicity
tobramycin,CO_OCCURS_WITH,nephrotoxicity
aminoglycoside,MENTIONED_IN,chunk_3343
ototoxicity,MENTIONED_IN,chunk_3344
Gentamicin sulfate,MENTIONED_IN,chunk_3344
tobramycin sulfate,MENTIONED_IN,chunk_3344
nephrotoxicity,MENTIONED_IN,chunk_3344
Gentamicin sulfate,CO_OCCURS_WITH,ototoxicity
Gentamicin sulfate,CO_OCCURS_WITH,nephrotoxicity
tobramycin sulfate,CO_OCCURS_WITH,ototoxicity
tobramycin sulfate,CO_OCCURS_WITH,nephrotoxicity
gentamicin sulfate,MENTIONED_IN,chunk_3345
tobramycin sulfate,MENTIONED_IN,chunk_3345
renal failure,MENTIONED_IN,chunk_3345
aminoglycoside,MENTIONED_IN,chunk_3345
gentamicin sulfate,CO_OCCURS_WITH,renal failure
tobramycin sulfate,CO_OCCURS_WITH,renal failure
aminoglycoside,CO_OCCURS_WITH,renal failure
renal failure,MENTIONED_IN,chunk_3346
tobramycin,MENTIONED_IN,chunk_3347
gentamicin,MENTIONED_IN,chunk_3348
renal failure,MENTIONED_IN,chunk_3348
gentamicin,CO_OCCURS_WITH,renal failure
gentamicin,MENTIONED_IN,chunk_3349
renal failure,MENTIONED_IN,chunk_3349
tobramycin,MENTIONED_IN,chunk_3349
tobramycin,CO_OCCURS_WITH,renal failure
neurotoxicity,MENTIONED_IN,chunk_3350
hyperthermia,MENTIONED_IN,chunk_3350
methamphetamine,MENTIONED_IN,chunk_3350
dopamine,MENTIONED_IN,chunk_3350
MPEP,MENTIONED_IN,chunk_3350
dopamine,CO_OCCURS_WITH,neurotoxicity
dopamine,CO_OCCURS_WITH,hyperthermia
MPEP,CO_OCCURS_WITH,neurotoxicity
MPEP,CO_OCCURS_WITH,hyperthermia
methamphetamine,MENTIONED_IN,chunk_3351
glutamate,MENTIONED_IN,chunk_3351
Methamphetamine,MENTIONED_IN,chunk_3352
dopamine,MENTIONED_IN,chunk_3352
methamphetamine,MENTIONED_IN,chunk_3353
2-methyl-6-(phenylethynyl)pyridine,MENTIONED_IN,chunk_3353
MPEP,MENTIONED_IN,chunk_3353
dopamine,MENTIONED_IN,chunk_3354
veratridine,MENTIONED_IN,chunk_3354
methamphetamine,MENTIONED_IN,chunk_3354
hyperthermia,MENTIONED_IN,chunk_3354
MPEP,MENTIONED_IN,chunk_3354
veratridine,CO_OCCURS_WITH,hyperthermia
dopamine,MENTIONED_IN,chunk_3355
MPEP,MENTIONED_IN,chunk_3355
toxicity,MENTIONED_IN,chunk_3356
methamphetamine,MENTIONED_IN,chunk_3356
MPEP,MENTIONED_IN,chunk_3356
methamphetamine,CO_OCCURS_WITH,toxicity
MPEP,CO_OCCURS_WITH,toxicity
hyperthermia,MENTIONED_IN,chunk_3357
methamphetamine,MENTIONED_IN,chunk_3357
dopamine,MENTIONED_IN,chunk_3357
MPEP,MENTIONED_IN,chunk_3357
desipramine HCl,MENTIONED_IN,chunk_3358
cinacalcet HCl,MENTIONED_IN,chunk_3358
cinacalcet,MENTIONED_IN,chunk_3359
cinacalcet,MENTIONED_IN,chunk_3360
desipramine,MENTIONED_IN,chunk_3360
cinacalcet,MENTIONED_IN,chunk_3361
desipramine,MENTIONED_IN,chunk_3361
desipramine,MENTIONED_IN,chunk_3363
cinacalcet,MENTIONED_IN,chunk_3365
cinacalcet,MENTIONED_IN,chunk_3366
desipramine,MENTIONED_IN,chunk_3366
cinacalcet,MENTIONED_IN,chunk_3369
nausea,MENTIONED_IN,chunk_3369
desipramine,MENTIONED_IN,chunk_3369
headache,MENTIONED_IN,chunk_3369
cinacalcet,CO_OCCURS_WITH,nausea
cinacalcet,CO_OCCURS_WITH,headache
desipramine,CO_OCCURS_WITH,nausea
desipramine,CO_OCCURS_WITH,headache
cinacalcet,MENTIONED_IN,chunk_3370
cinacalcet,MENTIONED_IN,chunk_3371
dyskinesia,MENTIONED_IN,chunk_3372
L-DOPA,MENTIONED_IN,chunk_3372
L-DOPA,CO_OCCURS_WITH,dyskinesia
Parkinson's disease,MENTIONED_IN,chunk_3373
L-DOPA,MENTIONED_IN,chunk_3373
LID,MENTIONED_IN,chunk_3373
PD,MENTIONED_IN,chunk_3373
dyskinesia,MENTIONED_IN,chunk_3373
L-DOPA,CO_OCCURS_WITH,Parkinson's disease
L-DOPA,CO_OCCURS_WITH,LID
L-DOPA,CO_OCCURS_WITH,PD
LID,MENTIONED_IN,chunk_3374
L-DOPA,MENTIONED_IN,chunk_3376
bromocriptine,MENTIONED_IN,chunk_3376
6-hydroxydopamine,MENTIONED_IN,chunk_3376
PD,MENTIONED_IN,chunk_3376
LID,MENTIONED_IN,chunk_3376
bromocriptine,CO_OCCURS_WITH,PD
bromocriptine,CO_OCCURS_WITH,LID
6-hydroxydopamine,CO_OCCURS_WITH,PD
6-hydroxydopamine,CO_OCCURS_WITH,LID
LID,MENTIONED_IN,chunk_3377
LID,MENTIONED_IN,chunk_3379
corticosteroids,MENTIONED_IN,chunk_3380
allergic reactions,MENTIONED_IN,chunk_3380
corticosteroids,CO_OCCURS_WITH,allergic reactions
paramethasone,MENTIONED_IN,chunk_3381
dexamethasone,MENTIONED_IN,chunk_3381
conjunctivitis,MENTIONED_IN,chunk_3382
urticaria,MENTIONED_IN,chunk_3382
corticosteroids,MENTIONED_IN,chunk_3383
paramethasone,MENTIONED_IN,chunk_3384
corticosteroids,MENTIONED_IN,chunk_3386
paramethasone,MENTIONED_IN,chunk_3387
paramethasone,MENTIONED_IN,chunk_3388
hypersensitivity,MENTIONED_IN,chunk_3388
paramethasone,CO_OCCURS_WITH,hypersensitivity
paramethasone,MENTIONED_IN,chunk_3390
allergy,MENTIONED_IN,chunk_3390
paramethasone,CO_OCCURS_WITH,allergy
encephalopathy,MENTIONED_IN,chunk_3391
Valproic acid,MENTIONED_IN,chunk_3391
VPA,MENTIONED_IN,chunk_3391
Valproic acid,CO_OCCURS_WITH,encephalopathy
VPA,CO_OCCURS_WITH,encephalopathy
Valproic acid,MENTIONED_IN,chunk_3392
VPA,MENTIONED_IN,chunk_3392
pancreatitis,MENTIONED_IN,chunk_3393
bone marrow suppression,MENTIONED_IN,chunk_3393
hepatotoxicity,MENTIONED_IN,chunk_3393
encephalopathy,MENTIONED_IN,chunk_3393
VPA,MENTIONED_IN,chunk_3393
VPA,CO_OCCURS_WITH,pancreatitis
VPA,CO_OCCURS_WITH,bone marrow suppression
VPA,CO_OCCURS_WITH,hepatotoxicity
impaired consciousness,MENTIONED_IN,chunk_3394
seizure,MENTIONED_IN,chunk_3394
hyperammonemia,MENTIONED_IN,chunk_3394
encephalopathy,MENTIONED_IN,chunk_3394
VPA,MENTIONED_IN,chunk_3394
VPA,CO_OCCURS_WITH,impaired consciousness
VPA,CO_OCCURS_WITH,hyperammonemia
VPA,CO_OCCURS_WITH,seizure
encephalopathy,MENTIONED_IN,chunk_3395
VPA,MENTIONED_IN,chunk_3395
encephalopathy,MENTIONED_IN,chunk_3396
VPA,MENTIONED_IN,chunk_3396
Haemolytic-uraemic syndrome,MENTIONED_IN,chunk_3397
metronidazole,MENTIONED_IN,chunk_3397
metronidazole,CO_OCCURS_WITH,Haemolytic-uraemic syndrome
haemolytic-uraemic syndrome,MENTIONED_IN,chunk_3398
metronidazole,MENTIONED_IN,chunk_3398
metronidazole,CO_OCCURS_WITH,haemolytic-uraemic syndrome
haemolytic-uraemic syndrome,MENTIONED_IN,chunk_3400
metronidazole,MENTIONED_IN,chunk_3400
sensorineural hearing loss,MENTIONED_IN,chunk_3401
sensorineural hearing loss,MENTIONED_IN,chunk_3403
hearing loss,MENTIONED_IN,chunk_3404
hearing loss,MENTIONED_IN,chunk_3405
aminoglycosides,MENTIONED_IN,chunk_3406
furosemide,MENTIONED_IN,chunk_3406
Ototoxicity,MENTIONED_IN,chunk_3406
ototoxic,MENTIONED_IN,chunk_3406
aminoglycosides,CO_OCCURS_WITH,Ototoxicity
aminoglycosides,CO_OCCURS_WITH,ototoxic
furosemide,CO_OCCURS_WITH,Ototoxicity
furosemide,CO_OCCURS_WITH,ototoxic
hearing loss,MENTIONED_IN,chunk_3407
confusion,MENTIONED_IN,chunk_3408
cimetidine,MENTIONED_IN,chunk_3408
cimetidine,CO_OCCURS_WITH,confusion
confusion,MENTIONED_IN,chunk_3409
cimetidine,MENTIONED_IN,chunk_3409
cimetidine,MENTIONED_IN,chunk_3413
renal and liver dysfunction,MENTIONED_IN,chunk_3414
cimetidine,MENTIONED_IN,chunk_3415
cimetidine,MENTIONED_IN,chunk_3420
cimetidine,MENTIONED_IN,chunk_3421
histamine,MENTIONED_IN,chunk_3423
confusion,MENTIONED_IN,chunk_3424
renal and hepatic dysfunction,MENTIONED_IN,chunk_3424
cimetidine,MENTIONED_IN,chunk_3425
intrahepatic and extrahepatic cholestasis,MENTIONED_IN,chunk_3426
cholestasis,MENTIONED_IN,chunk_3428
intrahepatic cholestasis,MENTIONED_IN,chunk_3431
extrahepatic cholestasis,MENTIONED_IN,chunk_3431
EE,MENTIONED_IN,chunk_3431
ethinyl estradiol,MENTIONED_IN,chunk_3431
ethinyl estradiol,CO_OCCURS_WITH,intrahepatic cholestasis
ethinyl estradiol,CO_OCCURS_WITH,extrahepatic cholestasis
EE,CO_OCCURS_WITH,intrahepatic cholestasis
EE,CO_OCCURS_WITH,extrahepatic cholestasis
EE,MENTIONED_IN,chunk_3436
EE,MENTIONED_IN,chunk_3437
beta-thalassemic,MENTIONED_IN,chunk_3438
hearing loss,MENTIONED_IN,chunk_3439
beta-thalassemia,MENTIONED_IN,chunk_3439
desferrioxamine,MENTIONED_IN,chunk_3443
DFO,MENTIONED_IN,chunk_3443
sensorineural hearing loss,MENTIONED_IN,chunk_3446
SNHL,MENTIONED_IN,chunk_3446
DFO,MENTIONED_IN,chunk_3447
ototoxic,MENTIONED_IN,chunk_3447
DFO,CO_OCCURS_WITH,ototoxic
SNHL,MENTIONED_IN,chunk_3448
DFO,MENTIONED_IN,chunk_3449
SNHL,MENTIONED_IN,chunk_3449
DFO,CO_OCCURS_WITH,SNHL
hearing impairment,MENTIONED_IN,chunk_3451
DFO,MENTIONED_IN,chunk_3451
DFO,CO_OCCURS_WITH,hearing impairment
thalassemic,MENTIONED_IN,chunk_3452
hearing impairment,MENTIONED_IN,chunk_3452
congestive heart failure,MENTIONED_IN,chunk_3453
enalapril,MENTIONED_IN,chunk_3453
prazosin,MENTIONED_IN,chunk_3453
enalapril,CO_OCCURS_WITH,congestive heart failure
prazosin,CO_OCCURS_WITH,congestive heart failure
hypotension,MENTIONED_IN,chunk_3454
congestive heart failure,MENTIONED_IN,chunk_3454
angiotensin converting enzyme (ACE) inhibitors,MENTIONED_IN,chunk_3454
angiotensin converting enzyme (ACE) inhibitors,CO_OCCURS_WITH,hypotension
angiotensin converting enzyme (ACE) inhibitors,CO_OCCURS_WITH,congestive heart failure
hypotension,MENTIONED_IN,chunk_3455
prazosin,MENTIONED_IN,chunk_3455
ACE inhibitor enalapril,MENTIONED_IN,chunk_3455
prazosin,CO_OCCURS_WITH,hypotension
ACE inhibitor enalapril,CO_OCCURS_WITH,hypotension
enalapril,MENTIONED_IN,chunk_3457
prazosin,MENTIONED_IN,chunk_3458
hypotension,MENTIONED_IN,chunk_3460
enalapril,MENTIONED_IN,chunk_3460
enalapril,CO_OCCURS_WITH,hypotension
prazosin,MENTIONED_IN,chunk_3461
enalapril,MENTIONED_IN,chunk_3463
anemia,MENTIONED_IN,chunk_3464
azidothymidine,MENTIONED_IN,chunk_3464
azidothymidine,CO_OCCURS_WITH,anemia
Azidothymidine,MENTIONED_IN,chunk_3465
anemia,MENTIONED_IN,chunk_3465
AZT,MENTIONED_IN,chunk_3465
Azidothymidine,CO_OCCURS_WITH,anemia
AZT,CO_OCCURS_WITH,anemia
thymidine,MENTIONED_IN,chunk_3468
thymidine,MENTIONED_IN,chunk_3469
Na,MENTIONED_IN,chunk_3470
Ca,MENTIONED_IN,chunk_3470
Na,MENTIONED_IN,chunk_3471
Ca,MENTIONED_IN,chunk_3471
verapamil,MENTIONED_IN,chunk_3471
Na,MENTIONED_IN,chunk_3473
Na,MENTIONED_IN,chunk_3474
Ca,MENTIONED_IN,chunk_3474
Na,MENTIONED_IN,chunk_3475
Ca,MENTIONED_IN,chunk_3475
Na,MENTIONED_IN,chunk_3476
Ca,MENTIONED_IN,chunk_3478
Ca,MENTIONED_IN,chunk_3479
verapamil,MENTIONED_IN,chunk_3480
bradycardia,MENTIONED_IN,chunk_3480
verapamil,CO_OCCURS_WITH,bradycardia
Na,MENTIONED_IN,chunk_3481
Ca,MENTIONED_IN,chunk_3481
verapamil,MENTIONED_IN,chunk_3481
verapamil,MENTIONED_IN,chunk_3482
Na,MENTIONED_IN,chunk_3483
Ca,MENTIONED_IN,chunk_3483
verapamil,MENTIONED_IN,chunk_3484
Sodium,MENTIONED_IN,chunk_3485
amphotericin B nephrotoxicity,MENTIONED_IN,chunk_3485
Sodium,CO_OCCURS_WITH,amphotericin B nephrotoxicity
amphotericin B,MENTIONED_IN,chunk_3486
nephrotoxic,MENTIONED_IN,chunk_3486
amphotericin B,CO_OCCURS_WITH,nephrotoxic
creatinine,MENTIONED_IN,chunk_3487
amphotericin B,MENTIONED_IN,chunk_3487
creatinine,MENTIONED_IN,chunk_3488
sodium,MENTIONED_IN,chunk_3489
amphotericin B,MENTIONED_IN,chunk_3490
amphotericin B,MENTIONED_IN,chunk_3491
creatinine,MENTIONED_IN,chunk_3492
amphotericin B,MENTIONED_IN,chunk_3492
sodium,MENTIONED_IN,chunk_3492
encephalopathy,MENTIONED_IN,chunk_3493
inferior colliculus lesion,MENTIONED_IN,chunk_3493
metronidazole,MENTIONED_IN,chunk_3493
metronidazole,CO_OCCURS_WITH,encephalopathy
metronidazole,CO_OCCURS_WITH,inferior colliculus lesion
encephalopathy,MENTIONED_IN,chunk_3494
inferior colliculus lesions,MENTIONED_IN,chunk_3494
metronidazole,MENTIONED_IN,chunk_3494
metronidazole,CO_OCCURS_WITH,inferior colliculus lesions
encephalopathy,MENTIONED_IN,chunk_3495
infection,MENTIONED_IN,chunk_3495
metronidazole,MENTIONED_IN,chunk_3495
metronidazole,CO_OCCURS_WITH,infection
metronidazole,MENTIONED_IN,chunk_3496
callosal lesion,MENTIONED_IN,chunk_3499
encephalopathy,MENTIONED_IN,chunk_3500
inferior colliculus lesions,MENTIONED_IN,chunk_3500
metronidazole,MENTIONED_IN,chunk_3500
morphine,MENTIONED_IN,chunk_3503
apnoea,MENTIONED_IN,chunk_3504
morphine,MENTIONED_IN,chunk_3506
bupivacaine,MENTIONED_IN,chunk_3508
carbon dioxide,MENTIONED_IN,chunk_3509
obstructive (P less than 0.05) and central apnoea,MENTIONED_IN,chunk_3510
morphine,MENTIONED_IN,chunk_3511
tachyarrhythmias,MENTIONED_IN,chunk_3512
ventricular ectopic beats,MENTIONED_IN,chunk_3513
morphine,MENTIONED_IN,chunk_3514
phenytoin overdosages,MENTIONED_IN,chunk_3515
epileptic,MENTIONED_IN,chunk_3515
cerebellar atrophy,MENTIONED_IN,chunk_3516
phenytoin,MENTIONED_IN,chunk_3516
phenytoin,CO_OCCURS_WITH,cerebellar atrophy
phenytoin,MENTIONED_IN,chunk_3526
seizure,MENTIONED_IN,chunk_3526
phenytoin,CO_OCCURS_WITH,seizure
phenytoin,MENTIONED_IN,chunk_3527
cerebellar atrophy,MENTIONED_IN,chunk_3528
phenytoin,MENTIONED_IN,chunk_3528
phenytoin overdosage,MENTIONED_IN,chunk_3528
phenytoin,CO_OCCURS_WITH,phenytoin overdosage
cerebellar disorders,MENTIONED_IN,chunk_3529
doxorubicin,MENTIONED_IN,chunk_3530
cardiomyopathy,MENTIONED_IN,chunk_3530
myocardial damage,MENTIONED_IN,chunk_3530
doxorubicin,CO_OCCURS_WITH,cardiomyopathy
doxorubicin,CO_OCCURS_WITH,myocardial damage
myocardial cell injury,MENTIONED_IN,chunk_3531
cardiomyopathy,MENTIONED_IN,chunk_3532
myocardial damage,MENTIONED_IN,chunk_3532
DOX,MENTIONED_IN,chunk_3532
doxorubicin,MENTIONED_IN,chunk_3532
cardiac disorders,MENTIONED_IN,chunk_3532
doxorubicin,CO_OCCURS_WITH,cardiac disorders
DOX,CO_OCCURS_WITH,cardiomyopathy
DOX,CO_OCCURS_WITH,myocardial damage
DOX,CO_OCCURS_WITH,cardiac disorders
DOX,MENTIONED_IN,chunk_3534
DOX,MENTIONED_IN,chunk_3538
DOX,MENTIONED_IN,chunk_3539
toxicity,MENTIONED_IN,chunk_3540
DOX,MENTIONED_IN,chunk_3540
DOX,CO_OCCURS_WITH,toxicity
DOX,MENTIONED_IN,chunk_3541
fibrosis,MENTIONED_IN,chunk_3543
DOX,MENTIONED_IN,chunk_3543
DOX,CO_OCCURS_WITH,fibrosis
fibrosis,MENTIONED_IN,chunk_3545
DOX,MENTIONED_IN,chunk_3546
DOX,MENTIONED_IN,chunk_3549
DOX,MENTIONED_IN,chunk_3550
DOX,MENTIONED_IN,chunk_3552
myocardial damage,MENTIONED_IN,chunk_3558
DOX,MENTIONED_IN,chunk_3558
ischemic injury,MENTIONED_IN,chunk_3558
DOX,CO_OCCURS_WITH,ischemic injury
cardiotoxicity,MENTIONED_IN,chunk_3559
DOX,MENTIONED_IN,chunk_3559
pain,MENTIONED_IN,chunk_3560
CIPS,MENTIONED_IN,chunk_3560
pain,MENTIONED_IN,chunk_3561
pain,MENTIONED_IN,chunk_3562
pain,MENTIONED_IN,chunk_3563
bone marrow oedema,MENTIONED_IN,chunk_3565
avascular necrosis,MENTIONED_IN,chunk_3566
stress fractures,MENTIONED_IN,chunk_3566
Morton's neuralgia,MENTIONED_IN,chunk_3566
gout,MENTIONED_IN,chunk_3566
reflex sympathetic dystrophy,MENTIONED_IN,chunk_3566
hyperparathyroidism,MENTIONED_IN,chunk_3566
pain,MENTIONED_IN,chunk_3566
osteoporosis,MENTIONED_IN,chunk_3566
intermittent claudication,MENTIONED_IN,chunk_3566
foot deformities,MENTIONED_IN,chunk_3566
polyneuropathy,MENTIONED_IN,chunk_3566
Pain,MENTIONED_IN,chunk_3566
cyclosporine,MENTIONED_IN,chunk_3567
pain,MENTIONED_IN,chunk_3567
tacrolimus,MENTIONED_IN,chunk_3567
calcium,MENTIONED_IN,chunk_3567
cyclosporine,CO_OCCURS_WITH,pain
tacrolimus,CO_OCCURS_WITH,pain
calcium,CO_OCCURS_WITH,pain
Pain,MENTIONED_IN,chunk_3568
cyclosporine,MENTIONED_IN,chunk_3568
tacrolimus,MENTIONED_IN,chunk_3568
CIPS,MENTIONED_IN,chunk_3568
cyclosporine,CO_OCCURS_WITH,Pain
cyclosporine,CO_OCCURS_WITH,CIPS
tacrolimus,CO_OCCURS_WITH,Pain
tacrolimus,CO_OCCURS_WITH,CIPS
CIPS,MENTIONED_IN,chunk_3569
ephedrine,MENTIONED_IN,chunk_3570
propofol,MENTIONED_IN,chunk_3570
ephedrine,MENTIONED_IN,chunk_3571
hypotensive,MENTIONED_IN,chunk_3571
propofol,MENTIONED_IN,chunk_3571
ephedrine,CO_OCCURS_WITH,hypotensive
propofol,CO_OCCURS_WITH,hypotensive
ephedrine,MENTIONED_IN,chunk_3572
propofol,MENTIONED_IN,chunk_3572
ephedrine,MENTIONED_IN,chunk_3573
hypotensive,MENTIONED_IN,chunk_3573
propofol,MENTIONED_IN,chunk_3573
ephedrine,MENTIONED_IN,chunk_3574
tachycardia,MENTIONED_IN,chunk_3574
propofol,MENTIONED_IN,chunk_3574
ephedrine,CO_OCCURS_WITH,tachycardia
propofol,CO_OCCURS_WITH,tachycardia
ephedrine,MENTIONED_IN,chunk_3575
propofol,MENTIONED_IN,chunk_3575
tachycardia,MENTIONED_IN,chunk_3575
myocardial ischemia,MENTIONED_IN,chunk_3575
ephedrine,CO_OCCURS_WITH,myocardial ischemia
propofol,CO_OCCURS_WITH,myocardial ischemia
halogenated hydroxyquinolines,MENTIONED_IN,chunk_3576
Neurotoxicity,MENTIONED_IN,chunk_3576
halogenated hydroxyquinolines,CO_OCCURS_WITH,Neurotoxicity
neurotoxic,MENTIONED_IN,chunk_3577
halogenated hydroxyquinolines,MENTIONED_IN,chunk_3577
halogenated hydroxyquinolines,CO_OCCURS_WITH,neurotoxic
clioquinol,MENTIONED_IN,chunk_3578
clioquinol,MENTIONED_IN,chunk_3579
encephalopathy,MENTIONED_IN,chunk_3580
clioquinol,MENTIONED_IN,chunk_3580
neurological disturbance,MENTIONED_IN,chunk_3580
clioquinol,CO_OCCURS_WITH,encephalopathy
clioquinol,CO_OCCURS_WITH,neurological disturbance
optic atrophy,MENTIONED_IN,chunk_3581
clioquinol,MENTIONED_IN,chunk_3582
acrodermatitis enteropathica,MENTIONED_IN,chunk_3582
clioquinol,CO_OCCURS_WITH,acrodermatitis enteropathica
visual disturbance,MENTIONED_IN,chunk_3583
peripheral neuropathy,MENTIONED_IN,chunk_3583
myelopathy,MENTIONED_IN,chunk_3583
peripheral neuropathy,MENTIONED_IN,chunk_3584
myelopathy,MENTIONED_IN,chunk_3584
encephalopathy,MENTIONED_IN,chunk_3585
myelo-optic neuropathy,MENTIONED_IN,chunk_3587
Epileptic seizures,MENTIONED_IN,chunk_3588
tranexamic acid,MENTIONED_IN,chunk_3588
tranexamic acid,CO_OCCURS_WITH,Epileptic seizures
tranexamic acid,MENTIONED_IN,chunk_3591
tAMCA,MENTIONED_IN,chunk_3591
epileptic seizures,MENTIONED_IN,chunk_3592
tAMCA,MENTIONED_IN,chunk_3592
tAMCA,CO_OCCURS_WITH,epileptic seizures
convulsive,MENTIONED_IN,chunk_3593
tAMCA,MENTIONED_IN,chunk_3593
tAMCA,CO_OCCURS_WITH,convulsive
tAMCA,MENTIONED_IN,chunk_3594
convulsive,MENTIONED_IN,chunk_3598
tAMCA,MENTIONED_IN,chunk_3598
seizures,MENTIONED_IN,chunk_3599
tAMCA,MENTIONED_IN,chunk_3599
tAMCA,CO_OCCURS_WITH,seizures
generalized seizures,MENTIONED_IN,chunk_3601
tAMCA,MENTIONED_IN,chunk_3601
tAMCA,CO_OCCURS_WITH,generalized seizures
convulsive,MENTIONED_IN,chunk_3602
convulsive,MENTIONED_IN,chunk_3604
Tranexamic acid,MENTIONED_IN,chunk_3604
Tranexamic acid,CO_OCCURS_WITH,convulsive
tAMCA,MENTIONED_IN,chunk_3605
sugar dependency,MENTIONED_IN,chunk_3606
amphetamine,MENTIONED_IN,chunk_3606
behavioral cross-sensitization,MENTIONED_IN,chunk_3606
amphetamine,CO_OCCURS_WITH,sugar dependency
amphetamine,CO_OCCURS_WITH,behavioral cross-sensitization
drug dependency,MENTIONED_IN,chunk_3607
amphetamine,MENTIONED_IN,chunk_3608
behavioral cross-sensitization,MENTIONED_IN,chunk_3608
sucrose,MENTIONED_IN,chunk_3609
amphetamine,MENTIONED_IN,chunk_3612
dopamine,MENTIONED_IN,chunk_3613
sucrose,MENTIONED_IN,chunk_3613
hyperactive,MENTIONED_IN,chunk_3613
amphetamine,MENTIONED_IN,chunk_3613
sucrose,CO_OCCURS_WITH,hyperactive
dopamine,CO_OCCURS_WITH,hyperactive
amphetamine,CO_OCCURS_WITH,hyperactive
D-penicillamine,MENTIONED_IN,chunk_3614
angiopathy,MENTIONED_IN,chunk_3614
D-penicillamine,CO_OCCURS_WITH,angiopathy
D-penicillamine,MENTIONED_IN,chunk_3615
D-penicillamine,MENTIONED_IN,chunk_3616
D-pen,MENTIONED_IN,chunk_3616
D-pen,MENTIONED_IN,chunk_3620
hyaluronate,MENTIONED_IN,chunk_3622
D-pen,MENTIONED_IN,chunk_3622
D-pen,MENTIONED_IN,chunk_3623
D-pen,MENTIONED_IN,chunk_3624
cardiotoxicity,MENTIONED_IN,chunk_3625
anthracycline,MENTIONED_IN,chunk_3625
anthracycline,CO_OCCURS_WITH,cardiotoxicity
Anthracyclines,MENTIONED_IN,chunk_3626
cardiotoxicity,MENTIONED_IN,chunk_3626
Anthracyclines,CO_OCCURS_WITH,cardiotoxicity
cardiac dysfunction,MENTIONED_IN,chunk_3627
