id,label,name
kanamycin,Chemical,kanamycin
chunk_2948,TextChunk,The actual frequencies deafened were determined by the loss of tone - burst elicited auditory brainstem responses .
chunk_2949,TextChunk,"Three months after deafening , A1 was remapped ."
chunk_2950,TextChunk,Postmortem cytoarchitectural features identifying A1 were correlated with the electrophysiologic data .
chunk_2951,TextChunk,The results indicate that the deprived area of A1 undergoes extensive reorganization and becomes responsive to intact cochlear frequencies .
chunk_2952,TextChunk,The region of cortex that represents the low frequencies was not obviously affected by the cochlear hearing loss
chunk_2953,TextChunk,The site of common side effects of sumatriptan .
sumatriptan,Chemical,sumatriptan
chunk_2954,TextChunk,"Atypical sensations following the use of subcutaneous sumatriptan are common , but of uncertain origin ."
Atypical sensations,Disease,Atypical sensations
chunk_2955,TextChunk,"They are almost always benign , but can be mistaken for a serious adverse event by the patient ."
chunk_2956,TextChunk,Two patients are presented with tingling or burning sensations limited to areas of heat exposure or sunburn
tingling or burning sensations,Disease,tingling or burning sensations
sunburn,Disease,sunburn
chunk_2957,TextChunk,"Tremor side effects of salbutamol , quantified by a laser pointer technique ."
Tremor,Disease,Tremor
salbutamol,Chemical,salbutamol
chunk_2958,TextChunk,"OBJECTIVE : To study tremor side effects of salbutamol an easily applicable , quick and low - priced method is needed ."
chunk_2959,TextChunk,"A new method using a commercially available , pen - shaped laser pointer was developed ."
chunk_2960,TextChunk,"Aim of the study was to determine sensitivity , reproducibility , reference values and the agreement with a questionnaire ."
chunk_2961,TextChunk,METHODS : Tremor was measured using a laser pointer technique .
chunk_2962,TextChunk,To determine sensitivity we assessed tremor in 44 patients with obstructive lung disease after administration of cumulative doses of salbutamol .
obstructive lung disease,Disease,obstructive lung disease
chunk_2963,TextChunk,"Subjects were asked to aim at the centre of a target , subdivided in concentric circles , from 5 m distance ."
chunk_2964,TextChunk,The circle in which the participant succeeded to aim was recorded in millimetres radius .
chunk_2965,TextChunk,"In another series of measurements , reproducibility and reference values of the tremor was assessed in 65 healthy subjects in three sessions , at 9 a ."
chunk_2966,TextChunk,"m ., 4 p ."
chunk_2967,TextChunk,m .
chunk_2968,TextChunk,and 9 a .
chunk_2969,TextChunk,"m ., respectively , 1 week later ."
chunk_2970,TextChunk,Postural tremor was measured with the arm horizontally outstretched rest tremor with the arm supported by an armrest and finally tremor was measured after holding a 2 - kg weight until exhaustion .
chunk_2971,TextChunk,Inter - observer variability was measured in a series of 10 healthy subjects .
chunk_2972,TextChunk,Tremor was measured simultaneously by two independent observers .
chunk_2973,TextChunk,RESULTS : Salbutamol significantly increased tremor severity in patients in a dose - dependent way .
Salbutamol,Chemical,Salbutamol
chunk_2974,TextChunk,Within healthy adults no age - dependency could be found ( b = 0 .
chunk_2975,TextChunk,262 mm / year ; P = 0 .
chunk_2976,TextChunk,72 ). There was no agreement between the questionnaire and tremor severity ( r = 0 .
chunk_2977,TextChunk,093 ; P = 0 .
chunk_2978,TextChunk,53 ). Postural tremor showed no significant difference between the first and third session ( P = 0 .
chunk_2979,TextChunk,"07 ). Support of the arm decreased tremor severity , exhaustion increased tremor severity significantly ."
chunk_2980,TextChunk,A good agreement was found between two independent observers ( interclass correlation coefficient 0 .
chunk_2981,TextChunk,72 ). DISCUSSION : Quantifying tremor
chunk_2982,TextChunk,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen - independent prostate cancer .
docetaxel,Chemical,docetaxel
chunk_2983,TextChunk,STUDY OBJECTIVE : To evaluate the frequency of venous thromboembolism ( VTE ) in patients with advanced androgen - independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide .
chunk_2984,TextChunk,DESIGN : Retrospective analysis of a randomized phase II trial .
chunk_2985,TextChunk,SETTING : National Institutes of Health clinical research center .
chunk_2986,TextChunk,"PATIENTS : Seventy men , aged 50 - 80 years , with advanced androgen - independent prostate cancer ."
chunk_2987,TextChunk,"INTERVENTION : Each patient received either intravenous docetaxel 30 mg / m2 / week for 3 consecutive weeks , followed by 1 week off , or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen ."
chunk_2988,TextChunk,This 4 - week cycle was repeated until there was evidence of excessive toxicity or disease progression .
chunk_2989,TextChunk,"MEASUREMENTS AND MAIN RESULTS : of 23 patients who received docetaxel alone developed VTE , whereas 9 of 47 patients ( 19 %) who received docetaxel plus thalidomide developed VTE ( p = 0 ."
chunk_2990,TextChunk,025 ). CONCLUSION : The addition of thalidomide to docetaxel in the treatment of prostate cancer significantly increases the frequency of VTE .
chunk_2991,TextChunk,Clinicians should be aware of this potential complication when adding thalidomide
chunk_2992,TextChunk,"Sublingual absorption of the quaternary ammonium antiarrhythmic agent , UM-272 ."
quaternary ammonium,Chemical,quaternary ammonium
UM-272,Chemical,UM-272
chunk_2993,TextChunk,"UM-272 ( N,N-dimethylpropranolol ), a quaternary antiarrhythmic agent , was administered sublingually to dogs with ouabain - induced ventricular tachycardias ."
"N,N-dimethylpropranolol",Chemical,"N,N-dimethylpropranolol"
ouabain,Chemical,ouabain
ventricular tachycardias,Disease,ventricular tachycardias
chunk_2994,TextChunk,Both anti - arrhythmic efficacy and bioavailability were compared to oral drug .
chunk_2995,TextChunk,Sublingual UM-272 converted ventricular tachycardia
chunk_2996,TextChunk,Severe thrombocytopenia and haemolytic anaemia associated with ciprofloxacin : a case report with fatal outcome .
haemolytic anaemia,Disease,haemolytic anaemia
ciprofloxacin,Chemical,ciprofloxacin
chunk_2997,TextChunk,Haematological adverse reactions associated with fatal outcome are rare during treatment with ciprofloxacin .
chunk_2998,TextChunk,A 30 - year old Caucasian man reported with abdominal pain and jaundice after 3 - day administration of oral ciprofloxacin for a suspect of urinary tract infection .
urinary tract infection,Disease,urinary tract infection
chunk_2999,TextChunk,Clinical evaluations suggested an initial diagnosis of severe thrombocytopenia and haemolysis .
haemolysis,Disease,haemolysis
chunk_3000,TextChunk,The patient progressively developed petechiae and purpura on thorax and lower limbs .
petechiae,Disease,petechiae
purpura,Disease,purpura
chunk_3001,TextChunk,"Despite pharmacological and supportive interventions , laboratory parameters worsened and the patient died 17 hours after admission ."
chunk_3002,TextChunk,An accurate autopsy revealed most organs with diffuse petechial haemorrhages .
haemorrhages,Disease,haemorrhages
chunk_3003,TextChunk,No signs of bone marrow depression were found .
bone marrow depression,Disease,bone marrow depression
chunk_3004,TextChunk,No thrombi or signs of microangiopathies were observed in arterial vessels .
thrombi,Disease,thrombi
microangiopathies,Disease,microangiopathies
chunk_3005,TextChunk,Blood and urine cultures did not show any bacterial growth .
chunk_3006,TextChunk,This case report shows that ciprofloxacin may precipitate life - threatening thrombocytopenia and haemolytic anaemia
chunk_3007,TextChunk,Simvastatin - induced bilateral leg compartment syndrome and myonecrosis associated with hypothyroidism .
Simvastatin,Chemical,Simvastatin
compartment syndrome,Disease,compartment syndrome
myonecrosis,Disease,myonecrosis
hypothyroidism,Disease,hypothyroidism
chunk_3008,TextChunk,A 54 - year - old hypothyroid male taking thyroxine and simvastatin presented with bilateral leg compartment syndrome and myonecrosis .
hypothyroid,Disease,hypothyroid
chunk_3009,TextChunk,Urgent fasciotomies were performed and the patient made an uneventful recovery with the withdrawal of simvastatin .
chunk_3010,TextChunk,It is likely that this complication will be seen more often with the increased worldwide use of this drug and its approval for all arteriopathic
arteriopathic,Disease,arteriopathic
chunk_3011,TextChunk,Bile duct hamartoma occurring in association with long - term treatment with danazol .
Bile duct hamartoma,Disease,Bile duct hamartoma
danazol,Chemical,danazol
chunk_3012,TextChunk,We report a case of bile duct hamartoma which developed in a patient who had been on long - term danazol treatment .
bile duct hamartoma,Disease,bile duct hamartoma
chunk_3013,TextChunk,"Such patients should be under close follow - up , preferably with periodic ultrasound examination of the liver ."
chunk_3014,TextChunk,If the patient develops a liver mass
liver mass,Disease,liver mass
chunk_3015,TextChunk,Granulomatous hepatitis due to combination of amoxicillin and clavulanic acid .
Granulomatous hepatitis,Disease,Granulomatous hepatitis
combination of amoxicillin and clavulanic acid,Chemical,combination of amoxicillin and clavulanic acid
chunk_3016,TextChunk,We report the case of a patient with amoxicillin-clavulanic acid - induced hepatitis with histologic multiple granulomas .
amoxicillin-clavulanic acid,Chemical,amoxicillin-clavulanic acid
granulomas,Disease,granulomas
chunk_3017,TextChunk,"This type of lesion broadens the spectrum of liver injury due to this drug combination , mainly represented by a benign cholestatic syndrome ."
cholestatic syndrome,Disease,cholestatic syndrome
chunk_3018,TextChunk,The association of granulomas and eosinophilia favor an immunoallergic mechanism .
eosinophilia,Disease,eosinophilia
chunk_3019,TextChunk,"As penicillin derivatives and amoxicillin alone are known to induce such types of lesions , the amoxicillin component , with or without a potentiating effect of clavulanic acid"
clavulanic acid,Chemical,clavulanic acid
chunk_3020,TextChunk,Intracranial aneurysms and cocaine abuse : analysis of prognostic indicators .
cocaine abuse,Disease,cocaine abuse
chunk_3021,TextChunk,OBJECTIVE : The outcome of subarachnoid hemorrhage associated with cocaine abuse is reportedly poor .
chunk_3022,TextChunk,"However , no study in the literature has reported the use of a statistical model to analyze the variables that influence outcome ."
chunk_3023,TextChunk,METHODS : A review of admissions during a 6 - year period revealed 14 patients with cocaine - related aneurysms .
aneurysms,Disease,aneurysms
chunk_3024,TextChunk,This group was compared with a control group of 135 patients with ruptured aneurysms and no history of cocaine abuse .
